Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator,Apartments_count
Самсоновa Эдита,163.0,56.0,47,ж,сантехник,221000,0,0,0
Дорофеевa Эльза,159.0,66.0,82,ж,врач,268000,0,0,1
Ершовa Лара,162.0,52.0,22,ж,сантехник,237000,0,0,0
Игнатьевa Карина,166.0,48.0,83,ж,преподаватель,383000,0,0,1
Федосеевa Лада,174.52731681034481,51.0,69,ж,врач,370000,1,0,0
Соловьёвa Александрина,181.0,48.0,89,ж,программист,381000,0,0,0
Кирилловa Фрида,171.0,47.0,82,ж,инженер,429000,0,0,0
Исаковa Рада,182.0,49.0,19,ж,сантехник,331000,0,0,0
Громовa Ираида,174.52731681034481,49.0,82,ж,бухгалтер,404000,1,0,0
Зиновьевa Мария,171.0,75.0,30,ж,автослесарь,293000,0,0,0
Зиминa Эрика/div>,157.0,40.0,58,ж,программист,182000,0,0,0
Фёдоровa Ася,181.0,65.0,20,ж,программист,123000,0,0,0
Смирновa Каролина,171.0,76.0,77,ж,автослесарь,159000,0,0,0
Гавриловa Аэлита,168.0,49.0,24,ж,автослесарь,292000,0,0,0
Сергеевa Валерия,184.0,69.0,89,ж,студент,234000,0,0,0
Сидоровa Дарья,156.0,46.0,42,ж,сантехник,479000,0,0,2
Кирилловa Элина,184.0,54.0,27,ж,преподаватель,247000,0,0,0
Селиверстовa Маргарита,179.0,51.0,47,ж,врач,216000,0,0,0
Кирилловa Инга,170.0,60.0,49,ж,врач,110000,0,0,0
Сухановa Агафья,162.0,57.0,41,ж,программист,398000,0,0,0
Брагинa Марианна,174.0,44.0,38,ж,сантехник,105000,0,0,0
Мартыновa Юлия,157.0,66.0,34,ж,сантехник,62000,0,0,1
Громовa Пелагея,181.0,57.0,70,ж,бухгалтер,291000,0,0,0
Вишняковa Агния,168.0,51.0,80,ж,автослесарь,363000,0,0,0
Фомичёвa Алиса,179.0,58.0,86,ж,программист,137000,0,0,0
Иванковa Нина,172.0,57.0,69,ж,программист,346000,0,0,0
Морозовa Ярина,166.0,76.0,36,ж,студент,424000,0,0,0
Григорьевa Изабелла,181.0,41.0,36,ж,инженер,134000,0,0,0
Доронинa Стефания,183.0,71.0,51,ж,врач,72000,0,0,1
Громовa Серафима,167.0,60.0,78,ж,продавец,362000,0,0,1
Романовa Нинель,174.52731681034481,47.0,43,ж,инженер,206000,1,0,1
Алексеевa Есения,177.0,49.0,79,ж,студент,159000,0,0,0
Мартыновa Россияна,161.0,72.0,63,ж,сантехник,475000,0,0,0
Журавлёвa Прасковья,182.0,44.0,41,ж,продавец,370000,0,0,0
Фомичёвa Дора,157.0,67.0,89,ж,автослесарь,20000,0,0,0
Самсоновa Светлана,169.0,46.0,59,ж,программист,120000,0,0,0
Даниловa Милица,183.0,49.0,20,ж,преподаватель,10000,0,0,0
Беляковa Марианна,167.0,53.0,36,ж,врач,448000,0,0,0
Соловьёвa Лада,160.0,74.0,45,ж,инженер,197000,0,0,0
Мясниковa Кристина,157.0,58.0,81,ж,продавец,480000,0,0,0
Белоусовa Милана,177.0,46.0,26,ж,продавец,27000,0,0,0
Колобовa Есения,159.0,67.0,80,ж,сантехник,82000,0,0,0
Мартыновa Аэлита,174.52731681034481,64.0,83,ж,программист,213000,1,0,0
Селезнёвa Лада,166.0,46.0,52,ж,врач,254000,0,0,0
Мишинa Виктория,178.0,72.0,48,ж,продавец,45000,0,0,1
Соколовa Ефросинья,174.52731681034481,79.0,62,ж,продавец,378000,1,0,0
Федосеевa Стефания,169.0,46.0,88,ж,врач,124000,0,0,0
Королёвa Влада,184.0,45.0,26,ж,студент,362000,0,0,0
Моисеевa Анна,156.0,63.0,58,ж,продавец,154000,0,0,0
Сидоровa Инна,174.52731681034481,46.0,52,ж,студент,207000,1,0,2
Роговa Нинель,161.0,55.0,56,ж,продавец,483000,0,0,0
Сазоновa Тамара,171.0,44.0,19,ж,сантехник,474000,0,0,1
Пахомовa Фрида,179.0,73.0,38,ж,врач,313000,0,0,0
Ситниковa Иллирика,172.0,73.0,69,ж,продавец,398000,0,0,0
Владимировa Нинель,159.0,56.0,32,ж,врач,262000,0,0,0
Савинa Евдокия,184.0,79.0,63,ж,студент,343000,0,0,0
Ивановa Мила,180.0,41.0,65,ж,преподаватель,84000,0,0,0
Носовa Галина,165.0,60.0,26,ж,врач,347000,0,0,0
Соловьёвa Виталия,174.0,71.0,88,ж,преподаватель,229000,0,0,0
Сергеевa Владана,159.0,65.0,83,ж,сантехник,476000,0,0,0
Копыловa Марианна,166.0,78.0,27,ж,преподаватель,394000,0,0,0
Лобановa Павлина,166.0,77.0,44,ж,врач,57000,0,0,1
Соловьёвa Александрина,180.0,75.0,71,ж,студент,329000,0,0,0
Ивановa Олеся,181.0,75.0,58,ж,инженер,449000,0,0,0
Симоновa Алевтина,158.0,67.0,69,ж,инженер,280000,0,0,2
Горбуновa Лия,183.0,71.0,75,ж,сантехник,80000,0,0,0
Жуковa Алекса,172.0,40.0,85,ж,инженер,184000,0,0,1
Федосеевa Ярослава,171.0,51.0,76,ж,бухгалтер,452000,0,0,0
Носовa Капитолина,156.0,41.0,74,ж,студент,412000,0,0,0
Филатовa Аида,182.0,60.0,45,ж,преподаватель,158000,0,0,1
Гусевa Инга,167.0,45.0,82,ж,преподаватель,98000,0,0,1
Стрелковa Мария,174.52731681034481,60.0,81,ж,студент,26000,1,0,2
Дорофеевa Ираида,159.0,47.0,70,ж,сантехник,464000,0,0,0
Поповa Нина,177.0,42.0,74,ж,инженер,112000,0,0,1
Исаевa Ника,174.52731681034481,66.0,27,ж,программист,267000,1,0,0
Лебедевa Маргарита,167.0,56.0,30,ж,продавец,307000,0,0,0
Пановa Анжела,180.0,41.0,23,ж,студент,280000,0,0,0
Калашниковa Калерия,171.0,40.0,30,ж,программист,283000,0,0,0
Гавриловa Ярина,174.0,74.0,33,ж,программист,278000,0,0,0
Максимовa Виталия,177.0,67.0,86,ж,программист,244000,0,0,0
Васильевa Русалина,157.0,43.0,51,ж,сантехник,272000,0,0,0
Никоновa Пелагея,179.0,63.0,52,ж,автослесарь,382000,0,0,0
Молчановa Валентина,175.0,67.0,29,ж,сантехник,81000,0,0,0
Копыловa Эльвира,174.52731681034481,78.0,37,ж,инженер,39000,1,0,0
Меркушевa Макария,174.52731681034481,73.0,48,ж,врач,161000,1,0,1
Дроздовa Лия,182.0,76.0,29,ж,сантехник,129000,0,0,1
Шиловa Искра,182.0,46.0,40,ж,врач,227000,0,0,0
Васильевa Амалия,160.0,62.0,37,ж,врач,405000,0,0,0
Сазоновa Глафира,174.52731681034481,53.0,47,ж,сантехник,15000,1,0,0
Калининa Ангелина,177.0,78.0,83,ж,программист,304000,0,0,0
Носовa Дарья,174.52731681034481,70.0,36,ж,врач,444000,1,0,2
Казаковa Вета,180.0,51.0,88,ж,врач,175000,0,0,1
Корниловa Евгения,166.0,70.0,46,ж,врач,342000,0,0,1
Лобановa Жанна,181.0,59.0,54,ж,врач,158000,0,0,0
Пестовa Марфа,172.0,48.0,44,ж,продавец,414000,0,0,0
Емельяновa Милена,174.52731681034481,79.0,76,ж,автослесарь,365000,1,0,0
Поляковa Россияна,174.52731681034481,61.0,79,ж,врач,409000,1,0,0
Ширяевa Юния,158.0,79.0,30,ж,продавец,256000,0,0,1
Ершовa Мирра,166.0,57.0,36,ж,сантехник,438000,0,0,0
Морозовa Илона,174.0,40.0,69,ж,студент,263000,0,0,0
Сазоновa Юния,180.0,45.0,50,ж,студент,356000,0,0,0
Степановa Инна,156.0,77.0,43,ж,автослесарь,259000,0,0,0
Сергеевa Людмила,163.0,46.0,68,ж,программист,106000,0,0,0
Носовa Октябрина,160.0,40.0,34,ж,сантехник,96000,0,0,0
Вишняковa Виталина,167.0,43.0,52,ж,бухгалтер,445000,0,0,0
Харитоновa Арина,177.0,50.0,49,ж,инженер,487000,0,0,0
Волковa Цветана,175.0,48.0,77,ж,врач,179000,0,0,1
Лаврентьевa Нора,174.52731681034481,55.0,19,ж,врач,287000,1,0,1
Яковлевa Екатерина,174.52731681034481,46.0,86,ж,инженер,77000,1,0,0
Поляковa Леся,159.0,68.0,28,ж,врач,19000,0,0,0
Лихачёвa Олеся,163.0,53.0,86,ж,программист,381000,0,0,0
Герасимовa Нина,184.0,48.0,28,ж,автослесарь,154000,0,0,1
Виноградовa Виталия,182.0,63.0,60,ж,бухгалтер,107000,0,0,0
Барановa Ева,178.0,44.0,44,ж,продавец,241000,0,0,0
Масловa Павлина,161.0,64.0,25,ж,бухгалтер,459000,0,0,0
Сидоровa София,174.0,79.0,22,ж,программист,29000,0,0,1
Ковалёвa Александрина,155.0,72.0,60,ж,бухгалтер,60000,0,0,0
Григорьевa Агнесса,160.0,48.0,88,ж,врач,377000,0,0,1
Кудрявцевa Любовь,172.0,59.0,81,ж,продавец,291000,0,0,1
Юдинa Виктория,177.0,53.0,56,ж,программист,143000,0,0,0
Лукинa Амалия,173.0,66.0,24,ж,бухгалтер,44000,0,0,0
Бирюковa Эмилия,172.0,48.0,49,ж,программист,172000,0,0,0
Савельевa Лада,160.0,68.0,47,ж,программист,320000,0,0,3
Соболевa Лина,158.0,52.0,69,ж,врач,307000,0,0,0
Шубинa Соня,160.0,62.0,41,ж,студент,485000,0,0,0
Шаровa Русалина,155.0,77.0,56,ж,врач,154000,0,0,1
Куликовa Марьяна,155.0,43.0,64,ж,преподаватель,399000,0,0,1
Сысоевa Милада,184.0,42.0,69,ж,сантехник,489000,0,0,0
Агафоновa Агния,175.0,46.0,53,ж,инженер,101000,0,0,0
Михайловa Агнесса,172.0,55.0,24,ж,продавец,209000,0,0,0
Орловa Ирина,178.0,60.0,56,ж,преподаватель,153000,0,0,0
Игнатовa София,170.0,69.0,45,ж,продавец,478000,0,0,1
Осиповa Алиса,157.0,42.0,72,ж,сантехник,387000,0,0,0
Пестовa Инна,181.0,77.0,33,ж,бухгалтер,383000,0,0,0
Белоусовa Иветта,174.0,64.0,31,ж,врач,202000,0,0,0
Мироновa Арина,179.0,78.0,78,ж,бухгалтер,471000,0,0,1
Мамонтовa Макария,184.0,65.0,30,ж,программист,61000,0,0,1
Куликовa Катерина,174.52731681034481,50.0,23,ж,сантехник,450000,1,0,1
Колесниковa Карина,166.0,63.0,44,ж,преподаватель,136000,0,0,0
Поляковa Мария,164.0,47.0,36,ж,продавец,240000,0,0,0
Ефремовa Эвелина,169.0,49.0,29,ж,бухгалтер,184000,0,0,0
Морозовa Елизавета,171.0,65.0,34,ж,программист,439000,0,0,0
Зуевa Есения,182.0,46.0,50,ж,инженер,18000,0,0,0
Горбачёвa Лара,159.0,69.0,71,ж,инженер,206000,0,0,0
Тетеринa Серафима,180.0,60.0,80,ж,продавец,397000,0,0,0
Селиверстовa Глафира,157.0,77.0,55,ж,бухгалтер,331000,0,0,0
Кирилловa Зинаида,162.0,77.0,45,ж,сантехник,361000,0,0,1
Абрамовa Божена,180.0,58.0,22,ж,студент,425000,0,0,1
Кошелевa Аделия,170.0,53.0,24,ж,студент,297000,0,0,0
Носовa Лукерья,164.0,52.0,58,ж,бухгалтер,321000,0,0,0
Фомичёвa Тамара,161.0,79.0,43,ж,программист,315000,0,0,0
Сазоновa Аксинья,162.0,44.0,47,ж,студент,246000,0,0,1
Буровa Валерия,177.0,65.0,29,ж,продавец,446000,0,0,0
Николаевa Лидия,162.0,72.0,78,ж,сантехник,490000,0,0,2
Осиповa Ася,168.0,47.0,41,ж,бухгалтер,94000,0,0,0
Савинa Радмила,165.0,52.0,25,ж,сантехник,42000,0,0,0
Соколовa Стефания,179.0,65.0,70,ж,программист,193000,0,0,1
Фомичёвa Варвара,155.0,76.0,69,ж,продавец,201000,0,0,0
Силинa Раиса,159.0,49.0,35,ж,сантехник,294000,0,0,0
Котовa Диана,174.0,61.0,86,ж,преподаватель,345000,0,0,0
Киселёвa Юлия,173.0,40.0,41,ж,инженер,497000,0,0,0
Сорокинa Фрида,181.0,72.0,73,ж,сантехник,473000,0,0,0
Федотовa Анисья,162.0,79.0,67,ж,продавец,53000,0,0,0
Казаковa Ульяна,174.52731681034481,61.0,85,ж,врач,209000,1,0,1
Виноградовa Жанна,174.52731681034481,54.0,53,ж,сантехник,327000,1,0,1
Артемьевa Викторина,173.0,46.0,57,ж,сантехник,176000,0,0,1
Козловa Инесса,168.0,76.0,83,ж,сантехник,81000,0,0,0
Веселовa Иоанна,178.0,59.0,46,ж,автослесарь,336000,0,0,0
Третьяковa Дора,171.0,44.0,34,ж,автослесарь,257000,0,0,1
Горбуновa Павлина,174.0,67.0,81,ж,преподаватель,201000,0,0,0
Елисеевa Алина,166.0,76.0,80,ж,студент,380000,0,0,1
Карповa Лада,170.0,60.0,37,ж,бухгалтер,232000,0,0,0
Новиковa Владислава,160.0,48.0,63,ж,студент,421000,0,0,0
Кудряшовa Милана,184.0,78.0,54,ж,инженер,188000,0,0,0
Архиповa Изабелла,170.0,58.0,63,ж,автослесарь,450000,0,0,0
Калашниковa Анна,158.0,47.0,19,ж,врач,190000,0,0,0
Белозёровa Есения,157.0,40.0,28,ж,автослесарь,400000,0,0,0
Казаковa Яна,165.0,50.0,30,ж,инженер,314000,0,0,0
Галкинa Россияна,179.0,53.0,48,ж,автослесарь,488000,0,0,0
Лапинa Серафима,184.0,61.0,84,ж,сантехник,68000,0,0,0
Константиновa Ираида,165.0,68.0,49,ж,продавец,181000,0,0,0
Самойловa Серафима,164.0,46.0,29,ж,инженер,446000,0,0,1
Русаковa Ляля,174.52731681034481,49.0,40,ж,автослесарь,281000,1,0,0
Жуковa Валерия,155.0,58.0,45,ж,продавец,443000,0,0,0
Рыбаковa Калерия,164.0,46.0,75,ж,сантехник,120000,0,0,0
Русаковa Марфа,167.0,44.0,89,ж,программист,369000,0,0,2
Смирновa Бронислава,181.0,57.0,18,ж,преподаватель,299000,0,0,0
Мартыновa Вилена,167.0,58.0,19,ж,продавец,127000,0,0,0
Кузьминa Евдокия,177.0,56.0,83,ж,инженер,202000,0,0,0
Лыткинa Мирра,180.0,40.0,65,ж,студент,411000,0,0,0
Молчановa Наталия,159.0,41.0,76,ж,бухгалтер,81000,0,0,0
Мироновa Александра,157.0,70.0,80,ж,продавец,350000,0,0,0
Ивановa Анна,170.0,60.0,27,ж,преподаватель,298000,0,0,0
Лихачёвa Аврора,174.0,55.0,51,ж,автослесарь,106000,0,0,0
Белоусовa Аделина,180.0,41.0,89,ж,преподаватель,16000,0,0,0
Горбачёвa Ева,155.0,43.0,26,ж,продавец,145000,0,0,1
Рожковa Нинель,165.0,42.0,64,ж,продавец,449000,0,0,0
Гордеевa Милада,174.52731681034481,76.0,52,ж,автослесарь,353000,1,0,0
Дроздовa Камилла,174.52731681034481,57.0,74,ж,программист,165000,1,0,0
Колесниковa Гелла,160.0,51.0,80,ж,сантехник,77000,0,0,0
Тихоновa Ирина,161.0,69.0,80,ж,продавец,152000,0,0,0
Ильинa Катерина,180.0,53.0,28,ж,преподаватель,482000,0,0,0
Галкинa Зоряна,161.0,50.0,45,ж,автослесарь,42000,0,0,0
Мишинa Ираида,155.0,64.0,36,ж,студент,56000,0,0,0
Сафоновa Арина,161.0,41.0,74,ж,программист,191000,0,0,0
Виноградовa Анастасия,179.0,67.0,47,ж,врач,341000,0,0,1
Дроздовa Глафира,161.0,44.0,55,ж,бухгалтер,452000,0,0,0
Артемьевa Лукерья,174.52731681034481,69.0,45,ж,инженер,362000,1,0,0
Лаврентьевa Сабина,166.0,61.0,38,ж,автослесарь,105000,0,0,1
Орловa Лара,181.0,40.0,36,ж,инженер,227000,0,0,0
Никитинa Зоя,174.52731681034481,52.0,37,ж,продавец,317000,1,0,0
Галкинa Влада,183.0,42.0,74,ж,программист,413000,0,0,0
Соловьёвa София,167.0,43.0,63,ж,сантехник,297000,0,0,1
Беляковa Клавдия,167.0,48.0,44,ж,преподаватель,232000,0,0,0
Фокинa Алевтина,168.0,59.0,74,ж,продавец,449000,0,0,0
Крюковa Аделаида,162.0,69.0,74,ж,врач,29000,0,0,1
Ершовa Павлина,181.0,68.0,56,ж,инженер,332000,0,0,0
Стрелковa Динара,178.0,47.0,62,ж,автослесарь,50000,0,0,0
Овчинниковa Злата,171.0,42.0,60,ж,сантехник,17000,0,0,0
Морозовa Василина,179.0,40.0,48,ж,автослесарь,394000,0,0,0
Лазаревa Варвара,173.0,59.0,28,ж,автослесарь,194000,0,0,0
Ореховa Гелла,177.0,44.0,28,ж,сантехник,78000,0,0,1
Барановa Кира,174.52731681034481,71.0,58,ж,продавец,398000,1,0,0
Сухановa Валерия,174.52731681034481,77.0,73,ж,продавец,289000,1,0,0
Семёновa Пелагея,173.0,61.0,74,ж,программист,97000,0,0,0
Федосеевa Роксана,165.0,45.0,21,ж,сантехник,255000,0,0,1
Большаковa Нинель,171.0,58.0,46,ж,программист,202000,0,0,0
Лаврентьевa Владана,174.0,66.0,30,ж,сантехник,496000,0,0,0
Соколовa Милица,170.0,42.0,74,ж,продавец,107000,0,0,0
Зуевa Мирра,169.0,63.0,24,ж,студент,328000,0,0,0
Ореховa Олеся,162.0,77.0,23,ж,продавец,35000,0,0,2
Фроловa Ада,158.0,59.0,61,ж,бухгалтер,53000,0,0,0
Исаевa Камилла,164.0,40.0,21,ж,студент,474000,0,0,0
Селиверстовa Ия,161.0,79.0,18,ж,врач,475000,0,0,1
Моисеевa Оксана,180.0,41.0,48,ж,инженер,390000,0,0,1
Андреевa Ангелина,168.0,63.0,28,ж,преподаватель,474000,0,0,1
Дроздовa Дора,156.0,68.0,48,ж,преподаватель,294000,0,0,0
Нестеровa Влада,156.0,68.0,55,ж,студент,491000,0,0,0
Русаковa Жанна,165.0,50.0,62,ж,бухгалтер,436000,0,0,0
Калининa Альбина,158.0,46.0,40,ж,бухгалтер,452000,0,0,0
Русаковa Эльвира,174.52731681034481,50.0,29,ж,сантехник,192000,1,0,1
Савинa Эмма,180.0,73.0,70,ж,бухгалтер,396000,0,0,0
Виноградовa Домника,174.52731681034481,59.0,78,ж,инженер,150000,1,0,0
Сазоновa Божена,181.0,65.0,42,ж,студент,244000,0,0,1
Самсоновa Зоряна,173.0,41.0,64,ж,бухгалтер,224000,0,0,0
Кузьминa Агата,165.0,58.0,80,ж,студент,443000,0,0,0
Фоминa Божена,161.0,75.0,51,ж,сантехник,392000,0,0,0
Рыбаковa Изабелла,182.0,50.0,73,ж,преподаватель,143000,0,0,0
Дроздовa Раяна,158.0,50.0,24,ж,программист,83000,0,0,0
Павловa Алсу,174.52731681034481,63.0,60,ж,сантехник,95000,1,0,0
Беспаловa Майя,172.0,67.0,54,ж,автослесарь,480000,0,0,0
Терентьевa Виталина,170.0,69.0,59,ж,автослесарь,183000,0,0,0
Горбачёвa Прасковья,165.0,67.0,56,ж,продавец,366000,0,0,0
Кабановa Цветана,178.0,45.0,82,ж,бухгалтер,327000,0,0,1
Гущинa Марьяна,171.0,69.0,39,ж,сантехник,173000,0,0,2
Евсеевa Прасковья,161.0,43.0,40,ж,врач,485000,0,0,0
Большаковa Иванна,169.0,48.0,47,ж,сантехник,494000,0,0,1
Вишняковa Елена,159.0,72.0,45,ж,программист,367000,0,0,0
Коноваловa Ирина,180.0,78.0,27,ж,сантехник,15000,0,0,0
Терентьевa Руслана,160.0,46.0,80,ж,сантехник,393000,0,0,0
Белозёровa Оксана,166.0,76.0,38,ж,студент,69000,0,0,1
Некрасовa Клара,156.0,58.0,24,ж,программист,107000,0,0,0
Иванковa Галина,179.0,70.0,87,ж,продавец,278000,0,0,0
Соколовa Эвелина,176.0,63.0,29,ж,врач,471000,0,0,0
Пестовa Мира,174.52731681034481,77.0,45,ж,инженер,182000,1,0,0
Мельниковa Ника,173.0,51.0,77,ж,сантехник,332000,0,0,1
Федосеевa Агафия,184.0,75.0,30,ж,инженер,359000,0,0,0
Федосеевa Ангелина,175.0,42.0,40,ж,автослесарь,177000,0,0,1
Ефремовa Карина,161.0,45.0,64,ж,автослесарь,321000,0,0,0
Кабановa Рита,172.0,78.0,43,ж,студент,447000,0,0,0
Воронцовa Русалина,181.0,61.0,45,ж,продавец,473000,0,0,0
Ермаковa Илга,171.0,54.0,33,ж,сантехник,138000,0,0,1
Тарасовa Клара,162.0,48.0,78,ж,программист,248000,0,0,1
Антоновa Арина,166.0,69.0,23,ж,сантехник,310000,0,0,0
Исаевa Гелла,178.0,43.0,71,ж,врач,140000,0,0,0
Роговa Ляля,163.0,72.0,78,ж,врач,89000,0,0,0
Евсеевa Лара,166.0,40.0,62,ж,преподаватель,251000,0,0,0
Кулаковa Маргарита,164.0,63.0,33,ж,программист,324000,0,0,0
Симоновa Камилла,174.0,62.0,43,ж,программист,157000,0,0,1
Владимировa Аксинья,174.52731681034481,44.0,22,ж,автослесарь,78000,1,0,0
Исаковa Ефросинья,173.0,49.0,47,ж,инженер,141000,0,0,0
Ковалёвa Нора,160.0,40.0,25,ж,сантехник,450000,0,0,1
Кононовa Рита,156.0,66.0,56,ж,преподаватель,296000,0,0,0
Давыдовa Сабина,166.0,42.0,26,ж,продавец,461000,0,0,0
Громовa Ева,183.0,56.0,38,ж,врач,247000,0,0,0
Сухановa Аида,180.0,47.0,89,ж,программист,114000,0,0,0
Соловьёвa Клавдия,182.0,47.0,65,ж,автослесарь,113000,0,0,1
Громовa Александрина,173.0,79.0,46,ж,врач,38000,0,0,0
Гуляевa Виктория,158.0,63.0,76,ж,продавец,451000,0,0,1
Уваровa Полина,174.0,42.0,30,ж,бухгалтер,227000,0,0,3
Владимировa Мира,160.0,46.0,67,ж,врач,468000,0,0,0
Комиссаровa Елизавета,159.0,51.0,86,ж,бухгалтер,499000,0,0,1
Даниловa Нинель,161.0,68.0,32,ж,преподаватель,170000,0,0,0
Соловьёвa Марьяна,172.0,65.0,32,ж,инженер,162000,0,0,0
Бобылёвa Василина,164.0,62.0,48,ж,врач,58000,0,0,0
Егоровa Павлина,178.0,50.0,25,ж,врач,65000,0,0,0
Кузнецовa Ляля,163.0,48.0,53,ж,автослесарь,34000,0,0,0
Белоусовa Олеся,178.0,57.0,37,ж,бухгалтер,369000,0,0,0
Сергеевa Аврора,174.52731681034481,63.0,27,ж,автослесарь,200000,1,0,0
Силинa Тамара,174.52731681034481,46.0,73,ж,преподаватель,497000,1,0,0
Павловa Майя,176.0,71.0,39,ж,преподаватель,441000,0,0,0
Захаровa Цветана,163.0,60.0,30,ж,студент,340000,0,0,0
Блохинa Инна,179.0,48.0,73,ж,врач,157000,0,0,0
Анисимовa Стелла,155.0,66.0,76,ж,автослесарь,245000,0,0,0
Степановa Ляля,167.0,57.0,83,ж,продавец,396000,0,0,0
Григорьевa Лара,160.0,70.0,65,ж,бухгалтер,27000,0,0,0
Уваровa Дора,170.0,46.0,19,ж,автослесарь,183000,0,0,2
Шашковa Инна,155.0,78.0,36,ж,продавец,95000,0,0,0
Кудрявцевa Роза,171.0,61.0,44,ж,бухгалтер,32000,0,0,0
Даниловa Евангелина,178.0,62.0,35,ж,преподаватель,43000,0,0,1
Вороновa Ярина,172.0,51.0,23,ж,бухгалтер,350000,0,0,0
Егоровa Клавдия,167.0,79.0,32,ж,программист,245000,0,0,0
Соловьёвa Лика,174.52731681034481,68.0,71,ж,сантехник,369000,1,0,0
Соколовa Арина,171.0,79.0,42,ж,врач,300000,0,0,0
Волковa Агата,163.0,42.0,85,ж,врач,316000,0,0,0
Денисовa Александра,176.0,78.0,88,ж,инженер,242000,0,0,1
Сергеевa Зоя,171.0,70.0,30,ж,сантехник,118000,0,0,0
Гурьевa Прасковья,171.0,46.0,65,ж,инженер,370000,0,0,0
Зуевa Венера,163.0,75.0,88,ж,преподаватель,451000,0,0,0
Герасимовa Ульяна,173.0,66.0,47,ж,врач,167000,0,0,0
Комиссаровa Ираида,168.0,66.0,37,ж,врач,308000,0,0,1
Вороновa Ксения,177.0,58.0,28,ж,продавец,243000,0,0,0
Зуевa Лукерья,177.0,52.0,46,ж,автослесарь,281000,0,0,0
Максимовa Агнесса,180.0,43.0,78,ж,автослесарь,137000,0,0,0
Юдинa Мария,166.0,54.0,21,ж,автослесарь,430000,0,0,0
Герасимовa Капитолина,174.52731681034481,58.0,28,ж,сантехник,262000,1,0,0
Мишинa Анжелика,164.0,41.0,25,ж,автослесарь,33000,0,0,1
Дементьевa Аида,180.0,71.0,79,ж,автослесарь,405000,0,0,0
Евсеевa Анастасия,174.52731681034481,78.0,64,ж,преподаватель,101000,1,0,0
Никифоровa Наталия,166.0,56.0,72,ж,студент,152000,0,0,0
Дроздовa Инесса,174.52731681034481,58.0,64,ж,преподаватель,443000,1,0,2
Быковa София,157.0,69.0,57,ж,программист,462000,0,0,0
Зайцевa Рената,164.0,78.0,88,ж,программист,402000,0,0,0
Даниловa Мирра,174.52731681034481,63.0,68,ж,инженер,176000,1,0,0
Фадеевa Альбина,173.0,47.0,43,ж,инженер,311000,0,0,1
Гурьевa Иллирика,174.52731681034481,76.0,49,ж,сантехник,232000,1,0,0
Коноваловa Платонида,174.52731681034481,65.0,19,ж,автослесарь,354000,1,0,0
Рябовa Эмилия,159.0,67.0,59,ж,продавец,460000,0,0,0
Кулаковa Ольга,161.0,63.0,28,ж,сантехник,414000,0,0,0
Абрамовa Алеся,158.0,74.0,44,ж,инженер,41000,0,0,0
Степановa Анисья,157.0,73.0,30,ж,преподаватель,314000,0,0,0
Блиновa Карина,164.0,42.0,64,ж,студент,24000,0,0,0
Константиновa Виолетта,165.0,64.0,62,ж,программист,470000,0,0,1
Большаковa Анна,158.0,47.0,64,ж,автослесарь,53000,0,0,1
Егоровa Нелли,165.0,62.0,79,ж,инженер,353000,0,0,0
Виноградовa Зинаида,161.0,63.0,55,ж,инженер,124000,0,0,0
Анисимовa Камилла,171.0,46.0,80,ж,программист,443000,0,0,0
Кулагинa Есения,181.0,76.0,70,ж,сантехник,192000,0,0,1
Кирилловa Регина,179.0,51.0,41,ж,сантехник,191000,0,0,0
Лапинa Октябрина,164.0,41.0,38,ж,продавец,50000,0,0,0
Марковa Наталья,178.0,64.0,24,ж,продавец,258000,0,0,0
Игнатовa Алевтина,162.0,60.0,86,ж,автослесарь,184000,0,0,0
Кабановa Владислава,167.0,47.0,49,ж,бухгалтер,28000,0,0,1
Пестовa Эдита,177.0,68.0,46,ж,студент,351000,0,0,0
Евсеевa Ада,174.0,67.0,68,ж,программист,108000,0,0,0
Костинa Ира,176.0,63.0,20,ж,бухгалтер,79000,0,0,0
Ильинa Дора,179.0,58.0,58,ж,инженер,95000,0,0,0
Пестовa Милада,182.0,64.0,25,ж,продавец,235000,0,0,1
Елисеевa Аэлита,182.0,55.0,81,ж,сантехник,63000,0,0,1
Комиссаровa Божена,174.52731681034481,44.0,49,ж,инженер,369000,1,0,0
Гавриловa Рита,177.0,56.0,38,ж,продавец,164000,0,0,0
Нестеровa Людмила,173.0,56.0,23,ж,преподаватель,300000,0,0,0
Быковa Роксана,171.0,54.0,56,ж,бухгалтер,376000,0,0,0
Селезнёвa Мирра,157.0,75.0,50,ж,врач,73000,0,0,0
Даниловa Зоя,161.0,74.0,46,ж,автослесарь,340000,0,0,2
Дорофеевa Ада,177.0,40.0,66,ж,врач,354000,0,0,0
Шаровa Елена,168.0,70.0,78,ж,студент,360000,0,0,0
Шестаковa Агафья,174.52731681034481,63.0,55,ж,бухгалтер,79000,1,0,0
Симоновa Венера,174.52731681034481,52.0,25,ж,программист,389000,1,0,0
Зиновьевa Александра,172.0,59.0,61,ж,преподаватель,219000,0,0,0
Горбуновa Нинель,177.0,65.0,39,ж,продавец,469000,0,0,2
Мишинa Таяна,164.0,74.0,58,ж,продавец,126000,0,0,2
Емельяновa Милада,156.0,75.0,29,ж,студент,115000,0,0,1
Громовa Василина,172.0,76.0,44,ж,врач,317000,0,0,1
